epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,1.7886697813371208,0.5077129443326627,0.5905348978090608,0.6968959486906875,0.4591549295774648,0.8095238095238095,0.08292682926829269,0.1504424778761062,0.572439024390244,0.7099450827714575,21.261246363738387,0.044780725293176275,1.3709048593765332
2,0.6604670633553008,0.49899396378269617,0.5963331698662936,0.6937744210356138,0.43380281690140843,0.6666666666666666,0.03902439024390244,0.07373271889400922,0.5507317073170732,-0.02070872203242671,2.235582386953701,-0.08352395159677721,0.5246832197266308
3,0.613054431533509,0.6217303822937625,0.686941988432303,0.7427688357328445,0.5098591549295775,0.8297872340425532,0.1902439024390244,0.30952380952380953,0.6352845528455284,0.1323848596565103,1.943748017831981,-0.16213857169774637,0.8645208748952992
4,0.576428621969553,0.670020120724346,0.7299773910660454,0.7341196848263203,0.6056338028169014,0.6946107784431138,0.5658536585365853,0.6236559139784946,0.6528455284552845,0.27473388247923974,3.089738574197977,0.009358435553091932,1.3424182041298318
5,0.5294501075864653,0.7015425888665325,0.7756622218055416,0.7388600719622467,0.647887323943662,0.717391304347826,0.6439024390243903,0.6786632390745502,0.6884227642276423,0.10669165217545006,2.984875768954785,0.3703963488694543,1.9792286312248177
6,0.48727668951830255,0.7478202548625084,0.8329174539527773,0.7894512642293015,0.6253521126760564,0.6855670103092784,0.6487804878048781,0.6666666666666666,0.6580487804878049,0.2828568307246256,3.6009745633696246,0.1485549160239982,1.9581001628516281
7,0.440704284756339,0.7873910127431254,0.8731736164197833,0.7927066732639719,0.6253521126760564,0.6782178217821783,0.6682926829268293,0.6732186732186732,0.6472845528455285,0.2802867646979344,4.583185865516849,0.2978345663037518,2.3599063135102396
8,0.34688953565077635,0.8343393695506371,0.9233333573726039,1.1784762427439417,0.6056338028169014,0.6359832635983264,0.7414634146341463,0.6846846846846847,0.6161951219512195,0.39642200233523456,6.4461081213447535,1.024600028120716,4.253214995897307
9,0.3571310536547319,0.8343393695506371,0.9194534191054506,1.3476069213746935,0.6084507042253521,0.6586538461538461,0.6682926829268293,0.6634382566585957,0.6274471544715446,0.47613125703204484,9.238861601664635,0.34467230024157275,5.261115524529706
10,0.2756850215320918,0.8772635814889336,0.953132437149327,1.3260817639959965,0.6450704225352113,0.6639004149377593,0.7804878048780488,0.7174887892376681,0.6074796747967479,0.48025828152390587,11.032980940473852,1.5538122989761998,4.823865341335263
11,0.23840992973901434,0.9020791415157612,0.9683835513695171,1.6715271166768655,0.6112676056338028,0.6462882096069869,0.7219512195121951,0.6820276497695853,0.6005853658536585,0.9287542647124336,13.840900756503908,1.4505255193042923,6.680013199117523
12,0.16498761417496713,0.9342723004694836,0.9827404047251591,1.942229751958682,0.6112676056338028,0.645021645021645,0.7268292682926829,0.6834862385321101,0.5875772357723578,1.7755995498143142,19.680006913477044,1.8524480309914535,7.738706882181697
13,0.16769711919740032,0.9416498993963782,0.9825474895789762,2.1929411443344256,0.6,0.6615384615384615,0.6292682926829268,0.645,0.5935934959349594,1.254416090015904,18.13710856943832,0.06155342992762445,7.994982083940647
14,0.18472933126985128,0.9483568075117371,0.9812385512973996,1.9819796369670997,0.5887323943661972,0.642512077294686,0.6487804878048781,0.6456310679611651,0.5934634146341464,0.7058234412759032,17.676541848290366,0.8189739017734226,7.221026853336796
15,0.1126967261518798,0.9671361502347418,0.9907779348343454,2.657942351948612,0.6140845070422535,0.640495867768595,0.7560975609756098,0.6935123042505593,0.5654634146341464,0.730905383849038,21.039957392903972,3.6151938319730927,10.29369007436684
16,0.095398686398154,0.9751844399731724,0.9927737952719563,2.297466335748616,0.5521126760563381,0.6045454545454545,0.6487804878048781,0.6258823529411764,0.5582764227642276,0.9323587898667189,23.174892315369885,1.672499115240406,9.168964749945081
17,0.09201658430802113,0.9731723675385647,0.9942449986297617,2.917815371841476,0.5971830985915493,0.6581632653061225,0.6292682926829268,0.6433915211970075,0.6035447154471545,1.0622978433267052,26.846409990989642,0.13830248111150634,12.28927502992112
